Gemeentecode;Wijkcode;Regionaam;Gemiddeld persoonlijk inkomen per inwoner (x 1000 euro);40 procent huishoudens met laagste besteedbaar inkomen;20 procent huishoudens met hoogste besteedbaar inkomen
;WK172103;Kern Nistelrode;25,7;30,8;26,6
;WK172104;Buitengebied Heesch;31,5;17,4;47,3
;WK172105;Buitengebied Heeswijk-Dinther;27,1;28,4;34,7
;WK172106;Buitengebied Nistelrode;26,6;23,2;32,9
GM1723;Totaal;Alphen-Chaam;28,5;26,8;30,3
;WK172301;Alphen;27,3;28;28,2
;WK172302;Chaam;28,2;27,6;29,4
;WK172303;Strijbeek;31,2;24,3;39
;WK172304;Galder;31,4;23,2;35,3
;WK172305;Ulvenhout AC;35,9;18,3;44,4
;WK172306;Bavel AC;.;.;.
GM1724;Totaal;Bergeijk;27,9;27,5;26,8
;WK172400;Wijk 00 Bergeijk 't Hof;26,8;29,7;23,5
;WK172401;Wijk 01 Weebosch;26,5;22,4;26,7
;WK172402;Wijk 02 Luyksgestel;26,2;29;23
;WK172403;Wijk 03 Riethoven;31,4;22,7;34,4
;WK172404;Wijk 04 Westerhoven;27,7;26,7;27,1
;WK172405;Wijk 05 Bergeijk 't Loo;28,9;22,7;28
;WK172406;Wijk 06 Buitengebied;30,9;25,5;37
GM1728;Totaal;Bladel;26,8;29,9;23,8
;WK172800;Wijk 00 Bladel;26,3;31,8;21,9
;WK172801;Wijk 01 Netersel;28;23;31
;WK172802;Wijk 02 Hapert;27;30,3;24
;WK172803;Wijk 03 Hoogeloon;27,9;26,6;27,5
;WK172804;Wijk 04 Casteren;27,3;20;29,6
GM1729;Totaal;Gulpen-Wittem;27,4;36;20,6
;WK172900;Wijk 00 Gulpen;27,1;43,5;19,3
;WK172901;Wijk 01 Wijlre;26,7;35,1;18,5
;WK172902;Wijk 02 Eys;29,3;27,3;24,9
;WK172903;Wijk 03 Wittem;26,9;30,1;17,7
;WK172904;Wijk 04 Mechelen;27,1;33,2;22
;WK172905;Wijk 05 Epen;27,4;36,9;24,5
;WK172906;Wijk 06 Slenaken;29,4;26,2;25,4
GM1730;Totaal;Tynaarlo;29;29,2;26,9
;WK173000;Wijk 00 Zuidlaren;26,7;33,4;21
;WK173001;Wijk 01 De Groeve;27,5;23,5;29,9
;WK173002;Wijk 02 Zuidlaarderveen;34,7;15,3;38,2
;WK173003;Wijk 03 Midlaren;36,9;26;37,3
;WK173004;Wijk 04 Westlaren;26,4;28,1;20,9
;WK173005;Wijk 05 Schuilingsoord;25,6;22,8;22,2
;WK173006;Wijk 06 Paterswolde;30,3;28,7;28,2
;WK173007;Wijk 07 Eelde;27,3;33,6;22,4
;WK173008;Wijk 08 Eelderwolde;41;6,8;74,6
;WK173009;Wijk 09 Vries;27,7;34,9;21,9
;WK173010;Wijk 10 Donderen;28,2;21,4;31,6
;WK173011;Wijk 11 Bunne;30,5;15;40,8
;WK173012;Wijk 12 Yde;28,1;25,8;23,6
;WK173013;Wijk 13 Tynaarlo;27,1;23,5;25
;WK173014;Wijk 14 Zeegse;35,7;23;35,2
;WK173015;Wijk 15 Zeijen;29,2;20;30,3
GM1731;Totaal;Midden-Drenthe;25,4;34,1;19,8
;WK173100;Wijk 00 Beilen;25,1;36,6;18,4
;WK173101;Wijk 01 Hijken;25,9;23;25,2
;WK173102;Wijk 02 Hooghalen;25,7;34,4;21,8
;WK173103;Wijk 03 Wijster;25,7;26,1;26,3
;WK173104;Wijk 04 Spier;28;37;25,5
;WK173105;Wijk 05 Drijber;24;35,6;16,8
;WK173106;Wijk 06 Smilde;23,4;37,3;15,7
;WK173107;Wijk 07 Bovensmilde;24,9;32,7;17,9
;WK173108;Wijk 08 Hoogersmilde;25,1;36;19,3
;WK173109;Wijk 09 Westerbork;27,3;33,7;20,4
;WK173110;Wijk 10 Elp;28,8;18,4;26,3
;WK173111;Wijk 11 Witteveen;26,1;30,7;23,9
;WK173112;Wijk 12 Nieuw-Balinge;23,8;34,5;18,6
;WK173113;Wijk 13 Nieuweroord;28,3;.;.
;WK173114;Wijk 14 Zwiggelte;31,6;22;32,5
;WK173115;Wijk 15 Orvelte;28,4;35;33
;WK173116;Wijk 16 De Broekstreek;28,2;19,4;33,2
GM1734;Totaal;Overbetuwe;27,3;29,7;25,5
;WK173401;Buitengebied Elst;29,3;21,8;39,5
;WK173402;Elst-Zuid;28,2;28,6;25,1
;WK173403;Elst-Noord;23,4;49,4;11,5
;WK173404;De Aam;28,4;.;.
;WK173405;Westeraam;29,2;16,2;40,9
;WK173406;Elst-Oost;33,2;16,3;39,2
;WK173407;Oosterhout;27,1;33,2;20,7
;WK173408;Slijk-Ewijk;26,6;30,5;25,9
;WK173409;Herveld;27;28,2;26,8
;WK173410;Andelst;26,2;30,4;25
;WK173411;Kern Zetten;26,7;33;20,6
;WK173412;Buitengebied Zetten;33,5;.;.
;WK173413;Hemmen;27,3;.;.
;WK173414;Randwijk;24,2;26,6;27,1
;WK173415;Kern Heteren;26,7;25,5;25,3
;WK173416;Buitengebied Heteren;30,6;34,9;27,8
;WK173417;Valburg;28,6;25,9;28,1
;WK173418;Driel;26,7;27,3;25,5
GM1735;Totaal;Hof van Twente;26,1;33,3;22,9
;WK173500;Wijk 00 Goor;24,5;43,6;14,6
;WK173501;Wijk 01 De Whee II;24,9;24,5;22,6
;WK173502;Wijk 02 Markelo;25,9;32;25,1
;WK173503;Wijk 03 Verspr.h. Kerspel en omgeving;25,1;.;.
;WK173504;Wijk 04 Elsen;26,9;21,3;39,8
;WK173505;Wijk 05 Diepenheim;26,7;32,8;22
;WK173506;Wijk 06 Delden;28,6;30,9;23,3
;WK173507;Wijk 07 Overig Delden;30,3;.;.
;WK173508;Wijk 08 Hengevelde;26,3;28,5;31,3
;WK173509;Wijk 09 Bentelo;25,8;27,8;34,1
GM1740;Totaal;Neder-Betuwe;23,5;33,1;23
;WK174000;Wijk 00 Kesteren;22,5;33,1;24,4
;WK174001;Wijk 01 Echteld;24,3;31,7;21,2
;WK174002;Wijk 02 Dodewaard;24,6;35,2;22,5
GM1742;Totaal;Rijssen-Holten;23,2;30,1;22,7
;WK174200;Wijk 00 Stad Rijssen;22,2;43,2;15,5
;WK174201;Wijk 01 Stadsrand;22;24,5;24
;WK174202;Wijk 02 Buitengebied Rijssen;28,3;20,4;41,3
;WK174203;Wijk 03 Holten;26,3;31,2;20,9
;WK174204;Wijk 04 Bedrijventerrein Holten;.;.;.
;WK174205;Wijk 05 Buitengebied Holten;26,3;22,9;38,6
;WK174207;Wijk 07 Bedrijventerrein Rijssen;23,8;16,4;37,7
;WK174208;Wijk 08 Recreatiegebied De Borkeld;24,5;.;.
GM1771;Totaal;Geldrop-Mierlo;27,6;34,5;21,6
;WK177100;Wijk 00 Geldrop;27,4;36,1;20,1
;WK177101;Wijk 01 Mierlo;28,1;30,2;25,6
GM1773;Totaal;Olst-Wijhe;25,9;31,5;22,1
;WK177301;Wijk 01 Olst;24,7;34,7;17,3
;WK177302;Wijk 02 Wijhe;25,4;35,1;18,7
;WK177303;Wijk 03 Wesepe;26,5;23;27,3
;WK177304;Wijk 04 Boskamp;25,4;34,6;19,4
;WK177305;Wijk 05 Boerhaar;26,8;16,7;40,4
;WK177306;Wijk 06 Welsum;28,9;21;31,7
;WK177307;Wijk 07 Den Nul;27,6;25,9;29
;WK177308;Wijk 08 Eikelhof;30,3;29,4;30,8
;WK177309;Wijk 09 Elshof;29,5;23,1;38,6
;WK177310;Wijk 10 Marle;.;.;.
;WK177311;Wijk 11 Middel;25,5;20;28
;WK177312;Wijk 12 Herxen;28,9;23,1;35,3
GM1774;Totaal;Dinkelland;25,5;28,2;27,8
;WK177410;Wijk 10 Denekamp;24,7;33,5;21,7
;WK177411;Wijk 11 Lattrop-Breklenkamp;23,7;26,5;35,7
;WK177412;Wijk 12 Tilligte;27;18,1;37,4
;WK177413;Wijk 13 Agelo;25,1;15,8;42,6
;WK177414;Wijk 14 Noord Deurningen;23,5;27,6;29,9
;WK177415;Wijk 15 Ootmarsum;27;28,2;24,8
;WK177416;Wijk 16 Weerselo;26,2;25;31,5
;WK177417;Wijk 17 Rossum;25,1;23,9;33,3
;WK177418;Wijk 18 Saasveld;25,9;21,4;38,8
;WK177419;Wijk 19 Deurningen;26;25,7;29,6
;WK177420;Wijk 20 Nutter;28,7;.;.
;WK177421;Wijk 21 Oud Ootmarsum;24,1;24,8;40,7
GM1783;Totaal;Westland;27,3;32,3;26,5
;WK178301;Wijk 01 Naaldwijk;28;31,8;26,5
;WK178302;Wijk 02 Honselersdijk;26,3;35;27
;WK178303;Wijk 03 Maasdijk;25,9;39,3;23,7
;WK178304;Wijk 04 's-Gravenzande;27,6;30,7;27
;WK178305;Wijk 05 Monster;27,7;32;26
;WK178306;Wijk 06 Wateringen;27,4;31,6;28,1
;WK178307;Wijk 07 De Lier;26,6;27,9;27,8
;WK178308;Wijk 08 Kwintsheul;27,5;31,3;27,9
;WK178309;Wijk 09 Poeldijk;26,2;39,7;22,3
;WK178310;Wijk 10 Ter Heijde;21,5;55,2;10,7
GM1842;Totaal;Midden-Delfland;30,6;25;35,1
;WK184200;Wijk 00 Schipluiden;30,5;24,8;36
;WK184201;Wijk 01 Maasland;30,9;25,4;33,5
GM1859;Totaal;Berkelland;24,8;34;19,2
;WK185900;Wijk 00 Borculo;24,7;34,4;19,7
;WK185901;Wijk 01 Eibergen;24,2;35,6;16,9
;WK185902;Wijk 02 Beltrum;26,8;27,7;27,9
;WK185903;Wijk 03 Neede;24,3;37;17,8
;WK185904;Wijk 04 Ruurlo;26,1;28,9;21,1
GM1876;Totaal;Bronckhorst;26,2;31,7;23
;WK187600;Wijk 00 Hengelo;25,2;33,3;21,2
;WK187601;Wijk 01 Zelhem;24,8;32,1;21,1
;WK187602;Wijk 02 Vorden;26,9;32;24,1
;WK187603;Wijk 03 Steenderen;27,1;29,7;24,6
;WK187604;Wijk 04 Hummelo en Keppel;29,4;29,1;27,4
GM1883;Totaal;Sittard-Geleen;26,2;44,8;15,2
;WK188300;Wijk 00 Limbrichterveld;26;44,9;14,5
;WK188301;Wijk 01 Sittard;30,2;48,6;16,8
;WK188302;Wijk 02 Overhoven;24,8;48,7;13,3
;WK188303;Wijk 03 Munstergeleen;28,7;31,5;20,7
;WK188304;Wijk 04 Guttecoven;28,4;29,2;23,6
;WK188305;Wijk 05 Geleen;24,4;49,4;11,7
;WK188306;Wijk 06 Holtum-Born;27,2;32,8;20,2
;WK188307;Wijk 07 Obbicht en Papenhoven;27,3;34,5;20,1
GM1884;Totaal;Kaag en Braassem;29;29,9;28,6
;WK188400;Wijk 00 Roelofarendsveen;28,3;31;27
;WK188401;Wijk 01 Overig Alkemade;29,9;27,8;32,9
;WK188402;Wijk 02 Woubrugge;29,2;28,5;29,6
;WK188403;Wijk 03 Rijnsaterwoude;29,9;33,7;33,3
;WK188404;Wijk 04 Leimuiden;29,9;29,4;27,4
GM1891;Totaal;Dantumadiel;21,5;40,3;15,8
;WK189100;Wijk 00 Centrum;21,2;39;15
;WK189101;Wijk 01 Oost;20,3;31,5;21,8
;WK189102;Wijk 02 Zuid;22;44,1;15
;WK189103;Wijk 03 West;21,7;30,9;19,1
GM1892;Totaal;Zuidplas;29;28;29,4
;WK189201;Moerkapelle wijk 01;26,5;23,6;30,6
;WK189202;Zevenhuizen wijk 02;29,6;26,7;31,5
;WK189203;Moordrecht wijk 03;27,1;29,4;25,8
;WK189204;Nieuwerkerk aan den IJssel wijk 04;30,1;28,6;29,8
GM1894;Totaal;Peel en Maas;25,7;31,3;22,1
;WK189400;Wijk 00 Grashoek-Koningslust;25;26,1;24,5
;WK189401;Wijk 01 Panningen;25,7;32,6;20,8
;WK189402;Wijk 02 Kessel;25,6;34,7;23,3
;WK189403;Wijk 03 Maasbree;25,8;28;23,4
;WK189404;Wijk 04 Baarlo;26,5;29,2;23,1
;WK189405;Wijk 05 Meijel;25,3;33,1;21,7
GM1895;Totaal;Oldambt;22,7;47,3;10,8
;WK189500;Wijk 00 Winschoten;22;51,2;9,1
;WK189501;Wijk 01 Finsterwolde;24;45,2;12,8
;WK189502;Wijk 02 Drieborg;22,8;51,8;12,2
;WK189503;Wijk 03 Beerta;21;51,4;7,7
;WK189504;Wijk 04 Nieuw-Beerta;23,1;.;.
;WK189505;Wijk 05 Nieuweschans;19,8;60,8;5,2
;WK189506;Wijk 06 Scheemda-Heiligerlee;23,5;42,4;13,2
;WK189507;Wijk 01 Westerlee;23,7;30,6;17,5
;WK189508;Wijk 02 Noord;25,7;39;16,2
;WK189509;Wijk 03 Midwolda;23,9;37,5;14,5
;WK189510;Wijk 04 Nieuwolda;25,3;42,3;13,1
GM1896;Totaal;Zwartewaterland;23,5;29,5;22,3
;WK189600;Wijk 00 Genemuiden;22,5;27,2;24,8
;WK189601;Wijk 01 Kamperzeedijk;21,4;20,2;43,5
;WK189602;Wijk 02 Hasselt;23,9;28,1;18,8
;WK189603;Wijk 03 Landelijk gebied Hasselt;28;16,6;40,9
;WK189604;Wijk 04 Zwartsluis;24,7;36,9;18,8
;WK189605;Wijk 05 Mastenbroek;23,7;.;.
GM1900;Totaal;Súdwest-Fryslân;24;39,8;17
;WK190000;Wijk 00 Bolsward;22,6;44,2;13,6
;WK190001;Wijk 01 Sneek;24;44,9;14,5
;WK190002;Wijk 02 Nijefurd;24,1;40,4;16,8
;WK190003;Wijk 03 Koudum;22,6;38,1;16,9
;WK190004;Wijk 04 Hemelum;23,2;39,7;17,9
;WK190005;Wijk 05 IJlst;25,5;34,1;20,9
;WK190006;Wijk 06 Zuid IJlst;24,2;35,2;20,4
;WK190007;Wijk 07 Oost IJlst;25,8;25,4;24,4
;WK190008;Wijk 08 West IJlst;23,6;34,4;22,3
;WK190009;Wijk 09 Oosthem;24,2;30,9;24,6
;WK190010;Wijk 10 Noordwest IJlst;24,7;28,1;24,3
;WK190011;Wijk 11 Zuidoost IJlst;26,1;34,2;21,6
;WK190012;Wijk 12 Woudsend;25,9;30,1;23,6
;WK190013;Wijk 13 Bouwhoek;24,2;36,1;16,2
;WK190014;Wijk 14 Weidestreek Oost;25,6;25,9;24,2
;WK190015;Wijk 15 Weidestreek West;24,8;37,5;19,7
;WK190016;Wijk 16 Weidestreek Zuid;23,2;28,3;22,2
;WK190017;Wijk 17 Makkum;23,4;41,3;16,2
;WK190018;Wijk 18 Weidestreek Zuidwest;23,4;27,3;21,6
;WK190019;Wijk 19 Boarnsterhim;25,1;29,3;22,4
;WK190020;Wijk 20 Littenseradiel;24,6;33,1;21,1
GM1901;Totaal;Bodegraven-Reeuwijk;28,7;27,7;28,8
;WK190101;Bodegraven-Noord;26,4;39,1;21,9
;WK190102;Bodegraven-Zuid;27;25,4;26
;WK190103;Nieuwerbrug aan den Rijn;30,6;23,3;34,9
;WK190104;Reeuwijk-Dorp;30,1;20,6;36,3
;WK190105;Reeuwijk-Brug;32,7;27,7;33,2
;WK190106;Driebruggen;26,8;23,2;32,7
;WK190107;Waarder;26,6;23;33,7
GM1903;Totaal;Eijsden-Margraten;29;27,4;26,7
;WK190300;Wijk 00 Eijsden;28,4;26,3;26,7
;WK190301;Wijk 01 Gronsveld;29;27,6;25,5
;WK190302;Wijk 02 Margraten;27,6;28,3;24,1
;WK190303;Wijk 03 Cadier en Keer;32,7;28,9;28,5
;WK190304;Wijk 04 Sint Geertruid;28,3;25,2;31,7
;WK190305;Wijk 05 Mheer - Noorbeek;28,3;28,4;26,2
GM1904;Totaal;Stichtse Vecht;31,2;30,1;28,2
;WK190401;Wijk 01 Maarssen;35,2;28,9;34,1
;WK190402;Wijk 02 Breukelen;30,8;36;27,1
;WK190403;Wijk 03 Loenen aan de Vecht;36,3;31,9;33
;WK190404;Wijk 04 Nieuwer Ter Aa;27;22,6;38,5
;WK190405;Wijk 05 Kockengen;28,6;29,4;32,1
;WK190406;Wijk 06 Vreeland;36,1;27,3;36,3
;WK190407;Wijk 07 Tienhoven;32,9;32,8;29,5
;WK190408;Wijk 08 Nigtevecht;33,5;27,9;34,9
;WK190409;Wijk 09 Nieuwersluis;47,6;22,2;40,4
;WK190410;Wijk 10 Loenersloot;38,8;18,1;36,7
;WK190411;Wijk 11 Oud Zuilen;46;16,5;56,6
;WK190412;Wijk 12 Maarssenbroek;26,7;28,9;20,4
GM1911;Totaal;Hollands Kroon;25,5;33,6;21,2
;WK191101;Anna Paulowna;24,9;34,3;19,6
;WK191102;Breezand;26,6;30,5;25
;WK191103;Wieringerwaard;25,5;31,3;20,8
;WK191104;Westerland;27,5;30,4;23,2
;WK191105;Hippolytushoef;25,3;38,9;16,5
;WK191106;Den Oever;23,4;37,5;16,6
;WK191107;Wieringerwerf;25,6;37,4;18,6
;WK191108;Kreileroord;20,6;38,1;8,2
;WK191109;Slootdorp;26,6;32;24,3
;WK191110;Middenmeer;24,9;34,1;21,6
;WK191111;Kolhorn;27,1;32,7;20,1
;WK191112;Barsingerhorn;29,7;24,6;31,7
;WK191113;Haringhuizen;36;.;.
;WK191114;Lutjewinkel;25,7;29,3;22,5
;WK191115;Winkel;24,8;29;23,7
;WK191116;Nieuwe Niedorp;26,3;30,7;25,2
;WK191117;'t Veld;24,9;33;24,2
;WK191118;Zijdewind;27,2;20,4;36,7
;WK191119;Oude Niedorp;27,5;21,6;38,6
GM1916;Totaal;Leidschendam-Voorburg;31,7;37,5;24
;WK191601;De Zijde / Duivenvoorde / Park Veursehou;34,1;32;27,1
;WK191602;Prinsenhof;21,2;52,5;8,1
;WK191603;'t Lien / De Rietvink;31,2;35,1;25,8
;WK191604;Stompwijk;29;27,6;34,2
;WK191605;Leidschendam - Zuid en omgeving;27,2;40,3;18,2
;WK191606;De Heuvel / Amstelwijk;23,2;54,6;5,3
;WK191607;Damsigt en omgeving;37;21,5;40,7
;WK191608;Essesteijn;33,4;34,3;25,8
;WK191609;Voorburg Midden;30,3;43,7;15
;WK191610;Bovenveen;28,4;50,3;14,5
;WK191611;Voorburg Noord;30,1;37,5;18,7
;WK191612;Voorburg West / Park Leeuwenbergh;40,5;20,6;48,6
;WK191613;Voorburg Oud;40,7;27,2;42,3
GM1924;Totaal;Goeree-Overflakkee;27,2;33,6;23,5
;WK192400;Goedereede;29,9;26;30,3
;WK192401;Ouddorp;28,3;28,9;29,9
;WK192402;Stellendam;26,9;34,9;20,7
;WK192403;Middelharnis;27;34;23,2
;WK192404;Ooltgensplaat;26,4;36,8;18
;WK192405;Den Bommel;27;35,9;23,1
;WK192406;Oude-Tonge;27,3;36,6;22,2
;WK192407;Dirksland;27;31;25,8
;WK192408;Melissant;27;29,4;24,6
;WK192409;Herkingen;25,7;33,6;19,8
;WK192410;Sommelsdijk;26,9;36,8;21,4
;WK192411;Nieuwe-Tonge;25,9;34,3;21,7
;WK192412;Stad aan 't Haringvliet;28,1;34,6;20,4
;WK192413;Achthuizen;27,9;37,5;22
GM1926;Totaal;Pijnacker-Nootdorp;30,5;23,9;35,8
;WK192601;Pijnacker;29,6;24,9;32,2
;WK192602;Nootdorp;31,3;22,7;38,9
;WK192603;Delfgauw;31,3;23,5;40
GM1930;Totaal;Nissewaard;27;37,2;19,2
;WK193001;Centrum;26,4;54,5;10,5
;WK193002;Schiekamp;25,5;46,5;9,2
;WK193003;Hoogwerf;24,3;47,7;10,1
;WK193004;Vierambachten;31,2;34,9;27,8
;WK193005;De Hoek;21,8;42,4;11,7
;WK193006;Gildenwijk;21,9;51,8;9,5
;WK193007;Groenewoud;23,9;54;11,5
;WK193008;Sterrenkwartier;24,8;44,6;14,5
;WK193009;Schenkel;29;34;20,5
;WK193010;De Elementen;32,8;27;30,7
;WK193011;Vogelenzang;26,5;38,8;17,2
;WK193012;De Akkers;22,5;46,4;11,8
;WK193013;Vriesland;24,4;33,8;16,8
;WK193014;Waterland;25,7;26,1;19
;WK193015;Maaswijk;31,9;21,6;35,2
;WK193016;Halfweg;.;.;.
;WK193017;Buitengebied;30,9;.;.
;WK193025;Heenvliet;31,3;21,2;26,5
;WK193027;Geervliet;30;30,8;23,7
;WK193029;Abbenbroek;30,8;24,8;28,3
;WK193031;Zuidland;30,2;25,5;29,2
;WK193033;Simonshaven;32;32,1;26,3
;WK193050;Hekelingen;31,9;23,9;32,6
GM1931;Totaal;Krimpenerwaard;27,1;32,2;24,5
;WK193100;Wijk 00 Lekkerkerk;27,4;32,5;23,5
;WK193101;Wijk 01 Krimpen aan de Lek;27,4;35;20,7
;WK193102;Wijk 02 Ouderkerk aan den IJssel;26,9;25,8;27,5
;WK193103;Wijk 03 Gouderak;25,9;31,2;22,8
;WK193104;Wijk 04 Bergambacht;26,7;33,3;24,8
;WK193105;Wijk 05 Bergstoep;30;22,9;31,6
;WK193106;Wijk 06 Ammerstol;27,3;33,7;21,4
;WK193107;Wijk 07 Berkenwoude;27,4;20,6;37,2
;WK193108;Wijk 08 Haastrecht;28,7;29,6;26,9
;WK193110;Wijk 10 Stolwijk;27,1;30;29,1
;WK193111;Wijk 11 Vlist;26,8;28,5;30,6
;WK193112;Wijk 12 Schoonhoven;26,5;36,9;21,5
GM1940;Totaal;De Fryske Marren;24,8;35,2;19,5
;WK194001;Wijk 01 Akmarijp;24,9;.;.
;WK194002;Wijk 02 Bakhuizen;22,5;37,4;13,7
;WK194003;Wijk 03 Balk;22,6;43,2;14,3
;WK194004;Wijk 04 Bantega;24,3;22,4;26,6
;WK194005;Wijk 05 Boornzwaag;30,9;.;.
;WK194006;Wijk 06 Broek;33,8;.;.
;WK194007;Wijk 07 Delfstrahuizen;26,7;31,1;23,5
;WK194008;Wijk 08 Dijken;.;.;.
;WK194009;Wijk 09 Doniaga;.;.;.
;WK194010;Wijk 10 Echten;26,9;37,1;23,8
;WK194011;Wijk 11 Echtenerbrug;23,4;36,2;17,6
;WK194012;Wijk 12 Eesterga;.;.;.
;WK194013;Wijk 13 Elahuizen;30,5;21,3;34
;WK194014;Wijk 14 Follega;25,7;.;.
;WK194015;Wijk 15 Goingarijp;33,7;17,9;29,9
;WK194016;Wijk 16 Harich;28,2;18,1;32,4
;WK194017;Wijk 17 Haskerhorne;23;17,2;31
;WK194018;Wijk 18 Idskenhuizen;22,1;30,8;17,9
;WK194019;Wijk 19 Joure;24,9;38,4;17
;WK194020;Wijk 20 Kolderwolde;.;.;.
;WK194021;Wijk 21 Langweer;26,3;32;21,5
;WK194022;Wijk 22 Legemeer;.;.;.
;WK194023;Wijk 23 Lemmer;25,3;39,6;17,4
;WK194024;Wijk 24 Mirns;24,1;.;.
;WK194025;Wijk 25 Nijehaske;.;.;.
;WK194026;Wijk 26 Nijemirdum;23,4;28,3;25,1
;WK194027;Wijk 27 Oldeouwer;.;.;.
;WK194028;Wijk 28 Oosterzee;21,6;33,1;17,6
;WK194029;Wijk 29 Oudega;26;26,6;27,5
;WK194030;Wijk 30 Oudehaske;25,6;25,5;24,4
;WK194031;Wijk 31 Oudemirdum;23,7;32,2;18,2
;WK194032;Wijk 32 Ouwsterhaule;22,4;33,8;21,3
;WK194033;Wijk 33 Ouwster-Nijega;.;.;.
;WK194034;Wijk 34 Rijs;29,1;.;.
;WK194035;Wijk 35 Rohel;22,5;.;.
;WK194036;Wijk 36 Rotstergaast;24,3;.;.
;WK194037;Wijk 37 Rotsterhaule;24,2;32,3;21,1
;WK194038;Wijk 38 Rottum;24,5;23,8;24,8
;WK194039;Wijk 39 Ruigahuizen;33;.;.
;WK194040;Wijk 40 Scharsterbrug;23;26,4;26,1
;WK194041;Wijk 41 Sint Nicolaasga;23,6;36,6;19
;WK194042;Wijk 42 Sinjohannesga;23,5;26,6;23
;WK194043;Wijk 43 Sloten;25,4;32,1;15,8
;WK194044;Wijk 44 Snikzwaag;.;.;.
;WK194045;Wijk 45 Sondel;25,2;20,9;27,5
;WK194046;Wijk 46 Terherne;30,6;36,4;22
;WK194047;Wijk 47 Terkaple;26,8;.;.
;WK194048;Wijk 48 Teroele;.;.;.
;WK194049;Wijk 49 Tjerkgaast;24,7;24,6;40,5
;WK194050;Wijk 50 Vegelinsoord;25,4;22;24,5
;WK194051;Wijk 51 Wijckel;26,3;30,9;23,8
GM1942;Totaal;Gooise Meren;36,8;33,2;32,2
;WK194200;Bussum Centrum;31,6;42,9;20
;WK194201;Brediuskwartier;50,2;22,3;53,4
;WK194202;Eng;30,4;38,4;24,6
;WK194203;Spiegel;51;25,1;48,4
;WK194204;Muiden;33,1;29,3;32,9
;WK194205;Naarden;39,1;27,7;38
GM1945;Totaal;Berg en Dal;26,6;38,9;20
;WK194500;Beek;28,6;40,8;21,6
;WK194501;Berg en Dal;32;39;22,6
;WK194502;Breedeweg;24,9;34,5;20,6
;WK194503;De Horst;24,9;28,7;29,8
;WK194504;Erlecom;30,4;.;.
;WK194505;Groesbeek;25,2;42,4;17,1
;WK194506;Heilig Landstichting;45,6;16,1;54,9
;WK194507;Kekerdom;31,3;35,3;23,7
;WK194508;Leuth;23,6;41,1;17
;WK194509;Millingen aan de Rijn;24,7;37,3;17
;WK194510;Ooij;25,8;36;19,8
;WK194511;Persingen;.;.;.
;WK194512;Ubbergen;33,8;44,5;23,9
GM1948;Totaal;Meierijstad;26,7;31,1;23,6
;WK194801;Erp;26,3;25,7;29,3
;WK194802;Schijndel;26,3;33,6;21,6
;WK194803;Sint-Oedenrode;27,3;29,8;25,8
;WK194804;Veghel;26,7;30,9;22,7
GM1949;Totaal;Waadhoeke;23,3;39,3;15,3
;WK194915;Achlum;24,5;36,5;16,7
;WK194916;St.-Annaparochie;21,6;46,6;13,1
;WK194917;Baaium;24,7;.;.
;WK194918;Berltsum;22,7;40,4;14,5
;WK194919;Bitgum;23,4;34,9;16,1
;WK194920;Bitgummole;23;33,6;15,9
;WK194921;Blessum;.;.;.
;WK194922;Boer;.;.;.
;WK194923;Boksum;26,8;36,4;21,6
;WK194924;Deinum;26,3;22,8;25,6
;WK194925;Dongjum;21;42,4;9,7
;WK194926;Dronryp;25,6;29,9;19,4
;WK194927;Firdgum;.;.;.
;WK194928;Franeker;23,6;42,2;14
;WK194929;Herbaijum;25,1;35,7;14,8
;WK194930;Hitzum;24,5;35,9;13,6
;WK194931;Ingelum;24,7;25;17,9
;WK194932;St.-Jacobiparochie;21,6;43,6;12,2
;WK194933;Klooster Lidlum;.;.;.
;WK194934;Marsum;23,1;43,1;12,8
;WK194935;Menaam;23,9;33,6;16,4
;WK194936;Minnertsga;22,9;38,8;15,2
;WK194937;Nij Altoenae;20,6;37,3;15,9
;WK194938;Oosterbierum;21,6;46,4;12,6
;WK194939;Oudebildtzijl;22,9;35,4;14,5
;WK194940;Peins;24,4;30,6;23,4
;WK194941;Pietersbierum;23,8;.;.
;WK194942;Ried;22,5;36,2;17,3
;WK194943;Schalsum;26;.;.
;WK194944;Sexbierum;21,6;44,9;13,8
;WK194945;Skingen;22,8;.;.
;WK194946;Slappeterp;.;.;.
;WK194947;Spannum;23,5;33,6;20
;WK194948;Tzum;22,7;40,6;16,5
;WK194949;Tzummarum;22,4;42,9;14,6
;WK194950;Vrouwenparochie;22,6;36,2;15,3
;WK194951;Westhoek;24,3;39,5;15,1
;WK194952;Wier;25,9;.;.
;WK194953;Winsum;23,7;37,2;14,9
;WK194954;Wjelsryp;24,1;29;18,6
;WK194955;Zweins;26,2;.;.
GM1950;Totaal;Westerwolde;23,1;42,5;13,5
;WK195000;Wijk 00 Bellingwolde;22,7;41,6;12,1
;WK195001;Wijk 01 Oost;24,1;41,9;14,8
;WK195002;Wijk 02 Blijham;24,4;41;15,7
;WK195003;Wijk 03 Sellingen;23,6;36;14,7
;WK195004;Wijk 04 Vlagtwedde;22,9;47,9;13,5
;WK195005;Wijk 05 Bourtange;23;42,7;12,5
;WK195006;Wijk 06 Sellingerbeetse;24,1;30,7;15
